DefID	Explicit	PackageList	Name
934	0	CraftComponent_Gloomberry	;Twistroot Timberfiend*
936	0	CraftComponent_Gloomberry	;Blackrot Shroomie*
938	0	CraftComponent_Gloomberry	;Bark Splinter
939	0	CraftComponent_Gloomberry	;Bark Splinter
941	0	CraftComponent_Gloomberry	;Vile Deathspinner
942	0	CraftComponent_Gloomberry	;Vile Deathspinner
947	0	CraftComponent_Gloomberry	;Soulrot Shroomie(implied)
948	0	CraftComponent_Gloomberry	;Soulrot Shroomie*
950	0	CraftComponent_Gloomberry	;Stump Slayer*
951	0	CraftComponent_Gloomberry	;Stump Slayer(implied)
1160	0	CraftComponent_Gloomberry	;Sapmane Pouncer
1161	0	CraftComponent_Gloomberry	;Sapmane Pouncer
1162	0	CraftComponent_Gloomberry	;Sapmane Stalker
1163	0	CraftComponent_Gloomberry	;Sapmane Stalker
1169	0	CraftComponent_Gloomberry	;Fateweaver Broodling*
1443	0	CraftComponent_Gloomberry	;Wing Weaver
1466	0	CraftComponent_Gloomberry	;Ambercoast Scuttler(implied)
1468	0	CraftComponent_Gloomberry	;Ambercoast Scuttler*
1526	0	CraftComponent_Gloomberry	;Durgan Wrathborn*
2483	0	CraftComponent_Gloomberry	;Dustshell Antlion
2542	0	CraftComponent_Gloomberry	;Fateweaver Broodling(implied)
2542	0	CraftComponent_Gloomberry	;Fateweaver Broodling(implied)
2653	0	CraftComponent_Gloomberry	;Shadowmane Froster
2655	0	CraftComponent_Gloomberry	;White Wolf
2656	0	CraftComponent_Gloomberry	;White Wolf
2656	0	CraftComponent_Gloomberry	;White Wolf*
2657	0	CraftComponent_Gloomberry	;White Wolf
279	0	CraftComponent_GlowStone	;Vile Viande*
484	0	CraftComponent_GlowStone	;Vile Viande(implied)
523	0	CraftComponent_GlowStone	;Twisted Storyteller
537	0	CraftComponent_GlowStone	;Carver
538	0	CraftComponent_GlowStone	;Carver(implied)
554	0	CraftComponent_GlowStone	;Warrior
555	0	CraftComponent_GlowStone	;Warrior
556	0	CraftComponent_GlowStone	;Shaman
559	0	CraftComponent_GlowStone	;Rhinehag
560	0	CraftComponent_GlowStone	;Rhinehag
614	0	CraftComponent_GlowStone	;Raving Madcap
619	0	CraftComponent_GlowStone	;Stump Slayer
620	0	CraftComponent_GlowStone	;Stump Slayer
622	0	CraftComponent_GlowStone	;Rotted Arborfiend
625	0	CraftComponent_GlowStone	;Rotted Arborslasher
627	0	CraftComponent_GlowStone	;Black Shroomie Rotbringer
628	0	CraftComponent_GlowStone	;Black Shroomie Rotspreader*
633	0	CraftComponent_GlowStone	;Heartwood Doomhound(implied)
634	0	CraftComponent_GlowStone	;Heartwood Doomhound*
637	0	CraftComponent_GlowStone	;Woodland Grazer*
650	0	CraftComponent_GlowStone	;Shadow*
679	0	CraftComponent_GlowStone	;Timeworn Thunderwalker*
683	0	CraftComponent_GlowStone	;Watchful Deathgazer
683	0	CraftComponent_GlowStone	;Watchful Deathgazer*
684	0	CraftComponent_GlowStone	;Watchful Deathgazer
684	0	CraftComponent_GlowStone	;Watchful Deathgazer*
717	0	CraftComponent_GlowStone	;Spiketail Juggernaut*
718	0	CraftComponent_GlowStone	;Windhowler Elemental
719	0	CraftComponent_GlowStone	;Windhowler Elemental
720	0	CraftComponent_GlowStone	;Stormhowler Elemental
728	0	CraftComponent_GlowStone	;Brute
728	0	CraftComponent_GlowStone	;Brute*
729	0	CraftComponent_GlowStone	;Oracle*
733	0	CraftComponent_GlowStone	;Anubian Scout*
742	0	CraftComponent_GlowStone	;Needleskin Jabber
743	0	CraftComponent_GlowStone	;Needleskin Jabber
752	0	CraftComponent_GlowStone	;Crystalgazer
753	0	CraftComponent_GlowStone	;Crystalgazer
758	0	CraftComponent_GlowStone	;Fireridge Antlion*
759	0	CraftComponent_GlowStone	;Fireridge Antlion*
760	0	CraftComponent_GlowStone	;Sandgazer
761	0	CraftComponent_GlowStone	;Sandgazer
806	0	CraftComponent_GlowStone	;Animated Creepweed
807	0	CraftComponent_GlowStone	;Animated Creepweed
808	0	CraftComponent_GlowStone	;Frog Prince
809	0	CraftComponent_GlowStone	;Piper Charmed Mage
813	0	CraftComponent_GlowStone	;Djinn Thugee
814	0	CraftComponent_GlowStone	;Djinn Thugee
815	0	CraftComponent_GlowStone	;Djinn Hashashin
816	0	CraftComponent_GlowStone	;Sultanic Djinn
817	0	CraftComponent_GlowStone	;Sultanic Djinn
819	0	CraftComponent_GlowStone	;Khalific Djinn
820	0	CraftComponent_GlowStone	;Khalific Djinn
821	0	CraftComponent_GlowStone	;Djinn Vizier*
825	0	CraftComponent_GlowStone	;Bone-Mystic
829	0	CraftComponent_GlowStone	;Oasis Djinn
830	0	CraftComponent_GlowStone	;Oasis Djinn
835	0	CraftComponent_GlowStone	;Dune Dread
835	0	CraftComponent_GlowStone	;Dune Dread*
841	0	CraftComponent_GlowStone	;Sandcaster(implied)
862	0	CraftComponent_GlowStone	;Spellfeather
863	0	CraftComponent_GlowStone	;Spellfeather
864	0	CraftComponent_GlowStone	;Stormfeather
868	0	CraftComponent_GlowStone	;Ransacker(implied)
869	0	CraftComponent_GlowStone	;Ransacker*
870	0	CraftComponent_GlowStone	;Flame Dancer
870	0	CraftComponent_GlowStone	;Flame Dancer*
871	0	CraftComponent_GlowStone	;Outrider
871	0	CraftComponent_GlowStone	;Outrider*
872	0	CraftComponent_GlowStone	;Outrider
876	0	CraftComponent_GlowStone	;Flame Dancer
883	0	CraftComponent_GlowStone	;Skrill Sandspitter*
884	0	CraftComponent_GlowStone	;Skrill Sandspitter(implied)
886	0	CraftComponent_GlowStone	;Dune Dread
887	0	CraftComponent_GlowStone	;Sandcaster
921	0	CraftComponent_GlowStone	;Rotted Timberfiend
922	0	CraftComponent_GlowStone	;Rotted Timberfiend
923	0	CraftComponent_GlowStone	;Rotted Timberfiend
924	0	CraftComponent_GlowStone	;Rootrot Shroomie
924	0	CraftComponent_GlowStone	;Rootrot Shroomie*
925	0	CraftComponent_GlowStone	;Rootrot Shroomie
926	0	CraftComponent_GlowStone	;Rootrot Shroomie
927	0	CraftComponent_GlowStone	;Gloomfang Stalker*
928	0	CraftComponent_GlowStone	;Gloomfang Stalker*
929	0	CraftComponent_GlowStone	;Deadwood Pummeler
930	0	CraftComponent_GlowStone	;Deadwood Pummeler
996	0	CraftComponent_GlowStone	;Pricklepig Hogling*
1033	0	CraftComponent_GlowStone	;Rotbreath Scout
1090	0	CraftComponent_GlowStone	;Greysun Assassin
1093	0	CraftComponent_GlowStone	;Greysun Armsman
1108	0	CraftComponent_GlowStone	;Deadwood Sporebringer
1119	0	CraftComponent_GlowStone	;Black Shroomling Spore Cropper
1160	0	CraftComponent_GlowStone	;Sapmane Pouncer*
1161	0	CraftComponent_GlowStone	;Sapmane Pouncer(implied)
1432	0	CraftComponent_GlowStone	;Strongpaw*
1439	0	CraftComponent_GlowStone	;Brute
1439	0	CraftComponent_GlowStone	;Brute*
1477	0	CraftComponent_GlowStone	;Outrider
2483	0	CraftComponent_GlowStone	;Dustshell Antlion*
2575	0	CraftComponent_GlowStone	;Raving Madcap(implied)
2576	0	CraftComponent_GlowStone	;Deranged Elementalist
2577	0	CraftComponent_GlowStone	;Deranged Elementalist
2688	0	CraftComponent_GlowStone	;Carver(implied)
2689	0	CraftComponent_GlowStone	;Carver(implied)
2692	0	CraftComponent_GlowStone	;Shaman(implied)
2693	0	CraftComponent_GlowStone	;Warrior(implied)
2693	0	CraftComponent_GlowStone	;Warrior(implied)
2694	0	CraftComponent_GlowStone	;Warrior(implied)
2694	0	CraftComponent_GlowStone	;Warrior(implied)
2774	0	CraftComponent_GlowStone	;Searcher
2968	0	CraftComponent_GlowStone	;Eyegore*
142	0	CraftComponent_GlowtopMushroom	;Riverside Bloodfiend
147	0	CraftComponent_GlowtopMushroom	;Root-Slimer
148	0	CraftComponent_GlowtopMushroom	;Rohnno
150	0	CraftComponent_GlowtopMushroom	;Vespin Drone
151	0	CraftComponent_GlowtopMushroom	;Vespin Worker
152	0	CraftComponent_GlowtopMushroom	;Vespin Warrior
153	0	CraftComponent_GlowtopMushroom	;Vespin Drone
330	0	CraftComponent_GlowtopMushroom	;Quillback Challenger
352	0	CraftComponent_GlowtopMushroom	;Rumblegrowl Bear
353	0	CraftComponent_GlowtopMushroom	;Rumblegrowl Bear
355	0	CraftComponent_GlowtopMushroom	;Pricklepeal Hedgehog
356	0	CraftComponent_GlowtopMushroom	;Pricklepeal Hedgehog
357	0	CraftComponent_GlowtopMushroom	;Pikepeal Hedgehog
358	0	CraftComponent_GlowtopMushroom	;Bolt Horn Deer
359	0	CraftComponent_GlowtopMushroom	;Bolt Horn Deer
360	0	CraftComponent_GlowtopMushroom	;Nettlefang Thumper
361	0	CraftComponent_GlowtopMushroom	;Nettlefang Thumper
385	0	CraftComponent_GlowtopMushroom	;Blight Timberwolf
399	0	CraftComponent_GlowtopMushroom	;Blight Timberwolf
431	0	CraftComponent_GlowtopMushroom	;Cindersnarl Wolf
1609	0	CraftComponent_GlowtopMushroom	;Steppe-Slimer
1610	0	CraftComponent_GlowtopMushroom	;Steppe-Slimer
1618	0	CraftComponent_GlowtopMushroom	;Barbhog Gorger
1619	0	CraftComponent_GlowtopMushroom	;Barbhog Gorger
1620	0	CraftComponent_GlowtopMushroom	;Barbhog Bruiser
1621	0	CraftComponent_GlowtopMushroom	;Razor-Talon
1627	0	CraftComponent_GlowtopMushroom	;Atalis
1628	0	CraftComponent_GlowtopMushroom	;Buckbrute
1629	0	CraftComponent_GlowtopMushroom	;Buckbrute
1632	0	CraftComponent_GlowtopMushroom	;Feral Thumper
1633	0	CraftComponent_GlowtopMushroom	;Savage Thumper
1673	0	CraftComponent_GlowtopMushroom	;Spineback Hoglet
1680	0	CraftComponent_GlowtopMushroom	;Earth Trekker
1681	0	CraftComponent_GlowtopMushroom	;Earth Keeper
1684	0	CraftComponent_GlowtopMushroom	;Blightbeak Rooster
1685	0	CraftComponent_GlowtopMushroom	;Fierce Fowlbeast
1686	0	CraftComponent_GlowtopMushroom	;Fierce Fowlbeast
1687	0	CraftComponent_GlowtopMushroom	;Frenzied Fowlbeast
1709	0	CraftComponent_GlowtopMushroom	;Rootslug
1711	0	CraftComponent_GlowtopMushroom	;Razor-Beak
1712	0	CraftComponent_GlowtopMushroom	;Razor-Beak
1713	0	CraftComponent_GlowtopMushroom	;Stout-Beak
1714	0	CraftComponent_GlowtopMushroom	;Flesh Scrounger
1734	0	CraftComponent_GlowtopMushroom	;Ironskin Slasher
1735	0	CraftComponent_GlowtopMushroom	;Ironskin Slasher(implied)
1741	0	CraftComponent_GlowtopMushroom	;Stout-Stag(implied)
1742	0	CraftComponent_GlowtopMushroom	;Stout-Stag
1753	0	CraftComponent_GlowtopMushroom	;Ironskin Thrasher
1754	0	CraftComponent_GlowtopMushroom	;Ironskin Thrasher
1755	0	CraftComponent_GlowtopMushroom	;Ironskin Mauler
1756	0	CraftComponent_GlowtopMushroom	;Ironskin Mauler
1758	0	CraftComponent_GlowtopMushroom	;Drifting Bogbeast
1759	0	CraftComponent_GlowtopMushroom	;Drifting Bogbeast
1765	0	CraftComponent_GlowtopMushroom	;Hulking Seacrab
1766	0	CraftComponent_GlowtopMushroom	;Scampering Seacrab
1781	0	CraftComponent_GlowtopMushroom	;Rotback Slider
1851	0	CraftComponent_GlowtopMushroom	;Roving Bogbeast
1857	0	CraftComponent_GlowtopMushroom	;Tireless Tusker
1858	0	CraftComponent_GlowtopMushroom	;Tireless Tusker
1912	0	CraftComponent_GlowtopMushroom	;Failed Experiment
1913	0	CraftComponent_GlowtopMushroom	;Failed Experiment(implied)
1913	0	CraftComponent_GlowtopMushroom	;Failed Experiment(implied)
1913	0	CraftComponent_GlowtopMushroom	;Failed Experiment(implied)
2141	0	CraftComponent_GlowtopMushroom	;Furyfang Thumper
2143	0	CraftComponent_GlowtopMushroom	;Pikepeal Hedgehog
279	0	CraftComponent_HeartwoodBlossom	;Vile Viande
279	0	CraftComponent_HeartwoodBlossom	;Vile Viande*
280	0	CraftComponent_HeartwoodBlossom	;Enslaved Mosquito
281	0	CraftComponent_HeartwoodBlossom	;Enslaved Flame Moth
411	0	CraftComponent_HeartwoodBlossom	;Frelon's Yellowjacket
425	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver(implied)
425	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver(implied)
425	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver(implied)
425	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver(implied)
483	0	CraftComponent_HeartwoodBlossom	;Taonbane
484	0	CraftComponent_HeartwoodBlossom	;Vile Viande
512	0	CraftComponent_HeartwoodBlossom	;Taonbane
624	0	CraftComponent_HeartwoodBlossom	;Rotted Arborlurker*
627	0	CraftComponent_HeartwoodBlossom	;Black Shroomie Rotbringer*
628	0	CraftComponent_HeartwoodBlossom	;Black Shroomie Rotspreader*
639	0	CraftComponent_HeartwoodBlossom	;Death Blossom
640	0	CraftComponent_HeartwoodBlossom	;Death Blossom
641	0	CraftComponent_HeartwoodBlossom	;Heartwood Trapper
642	0	CraftComponent_HeartwoodBlossom	;Heartwood Trapper
647	0	CraftComponent_HeartwoodBlossom	;Vespin Pulpmulcher
648	0	CraftComponent_HeartwoodBlossom	;Vespin Pulpmulcher
686	0	CraftComponent_HeartwoodBlossom	;Heartwood Lasher
713	0	CraftComponent_HeartwoodBlossom	;Spiketail Basher
714	0	CraftComponent_HeartwoodBlossom	;Spiketail Basher
715	0	CraftComponent_HeartwoodBlossom	;Spiketail Demolisher
716	0	CraftComponent_HeartwoodBlossom	;Spiketail Demolisher
721	0	CraftComponent_HeartwoodBlossom	;Dustshore Antlion
722	0	CraftComponent_HeartwoodBlossom	;Dustshore Antlion
723	0	CraftComponent_HeartwoodBlossom	;Dustshore Antlion
724	0	CraftComponent_HeartwoodBlossom	;Saltbed Scavenger
725	0	CraftComponent_HeartwoodBlossom	;Saltbed Scavenger
726	0	CraftComponent_HeartwoodBlossom	;Sloven Sandhog
727	0	CraftComponent_HeartwoodBlossom	;Sloven Sandhog
735	0	CraftComponent_HeartwoodBlossom	;Anubian Deck Hand*
741	0	CraftComponent_HeartwoodBlossom	;Skrill Swarmguard(implied)
746	0	CraftComponent_HeartwoodBlossom	;Ravenous Bonepicker
747	0	CraftComponent_HeartwoodBlossom	;Ravenous Bonepicker
748	0	CraftComponent_HeartwoodBlossom	;Toxic Sandscourge
749	0	CraftComponent_HeartwoodBlossom	;Toxic Sandscourge
750	0	CraftComponent_HeartwoodBlossom	;Lucid Crystalcreeper
751	0	CraftComponent_HeartwoodBlossom	;Lucid Crystalcreeper
754	0	CraftComponent_HeartwoodBlossom	;Quackatrice
755	0	CraftComponent_HeartwoodBlossom	;Quackatrice
756	0	CraftComponent_HeartwoodBlossom	;Ambermane Prowler
757	0	CraftComponent_HeartwoodBlossom	;Ambermane Prowler
758	0	CraftComponent_HeartwoodBlossom	;Fireridge Antlion
759	0	CraftComponent_HeartwoodBlossom	;Fireridge Antlion
760	0	CraftComponent_HeartwoodBlossom	;Sandgazer(implied)
761	0	CraftComponent_HeartwoodBlossom	;Sandgazer*
764	0	CraftComponent_HeartwoodBlossom	;Dunehog
765	0	CraftComponent_HeartwoodBlossom	;Dunehog
773	0	CraftComponent_HeartwoodBlossom	;Plateau Fleshstinger
773	0	CraftComponent_HeartwoodBlossom	;Plateau Fleshstinger*
774	0	CraftComponent_HeartwoodBlossom	;Plateau Fleshstinger
801	0	CraftComponent_HeartwoodBlossom	;Frightfang Hunter*
835	0	CraftComponent_HeartwoodBlossom	;Dune Dread(implied)
883	0	CraftComponent_HeartwoodBlossom	;Skrill Sandspitter*
884	0	CraftComponent_HeartwoodBlossom	;Skrill Sandspitter(implied)
885	0	CraftComponent_HeartwoodBlossom	;Skrill Swarmguard*
886	0	CraftComponent_HeartwoodBlossom	;Dune Dread*
924	0	CraftComponent_HeartwoodBlossom	;Rootrot Shroomie(implied)
925	0	CraftComponent_HeartwoodBlossom	;Rootrot Shroomie*
926	0	CraftComponent_HeartwoodBlossom	;Rootrot Shroomie(implied)
927	0	CraftComponent_HeartwoodBlossom	;Gloomfang Stalker*
928	0	CraftComponent_HeartwoodBlossom	;Gloomfang Stalker(implied)
938	0	CraftComponent_HeartwoodBlossom	;Bark Splinter
939	0	CraftComponent_HeartwoodBlossom	;Bark Splinter
941	0	CraftComponent_HeartwoodBlossom	;Vile Deathspinner
942	0	CraftComponent_HeartwoodBlossom	;Vile Deathspinner
952	0	CraftComponent_HeartwoodBlossom	;Petrified Bark Splinter
953	0	CraftComponent_HeartwoodBlossom	;Petrified Bark Splinter
962	0	CraftComponent_HeartwoodBlossom	;Rot Lupus
963	0	CraftComponent_HeartwoodBlossom	;Rot Lupus
966	0	CraftComponent_HeartwoodBlossom	;Spoilivore
967	0	CraftComponent_HeartwoodBlossom	;Spoilivore
996	0	CraftComponent_HeartwoodBlossom	;Pricklepig Hogling
1007	0	CraftComponent_HeartwoodBlossom	;Edgewood Venomspinner
1008	0	CraftComponent_HeartwoodBlossom	;Edgewood Venomspinner
1033	0	CraftComponent_HeartwoodBlossom	;Rotbreath Scout*
1114	0	CraftComponent_HeartwoodBlossom	;Rot Afflicted Stalker
1115	0	CraftComponent_HeartwoodBlossom	;Rot Afflicted Stalker
1138	0	CraftComponent_HeartwoodBlossom	;Rotted Rootsoaker*
1162	0	CraftComponent_HeartwoodBlossom	;Sapmane Stalker
1163	0	CraftComponent_HeartwoodBlossom	;Sapmane Stalker
1164	0	CraftComponent_HeartwoodBlossom	;Mildewmane Yowler
1165	0	CraftComponent_HeartwoodBlossom	;Mildewmane Yowler
1442	0	CraftComponent_HeartwoodBlossom	;Condor Knight
1466	0	CraftComponent_HeartwoodBlossom	;Ambercoast Scuttler
1468	0	CraftComponent_HeartwoodBlossom	;Ambercoast Scuttler
2322	0	CraftComponent_HeartwoodBlossom	;Darkwood Spider
2323	0	CraftComponent_HeartwoodBlossom	;Darkwood Spider
2483	0	CraftComponent_HeartwoodBlossom	;Dustshell Antlion
2593	0	CraftComponent_HeartwoodBlossom	;Enslaved Mosquito
2595	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver
2596	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver
2597	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver
2598	0	CraftComponent_HeartwoodBlossom	;Vespin Slaver
2650	0	CraftComponent_HeartwoodBlossom	;Shadowmane Hunter
2651	0	CraftComponent_HeartwoodBlossom	;Shadowmane Hunter
2655	0	CraftComponent_HeartwoodBlossom	;White Wolf
2656	0	CraftComponent_HeartwoodBlossom	;White Wolf
2657	0	CraftComponent_HeartwoodBlossom	;White Wolf
2773	0	CraftComponent_HeartwoodBlossom	;Fanatic*
734	0	CraftComponent_HeavyHide	;Anubian Operative*
748	0	CraftComponent_HeavyHide	;Toxic Sandscourge
749	0	CraftComponent_HeavyHide	;Toxic Sandscourge
750	0	CraftComponent_HeavyHide	;Lucid Crystalcreeper(implied)
751	0	CraftComponent_HeavyHide	;Lucid Crystalcreeper*
758	0	CraftComponent_HeavyHide	;Fireridge Antlion
759	0	CraftComponent_HeavyHide	;Fireridge Antlion
921	0	CraftComponent_HeavyHide	;Rotted Timberfiend(implied)
922	0	CraftComponent_HeavyHide	;Rotted Timberfiend(implied)
923	0	CraftComponent_HeavyHide	;Rotted Timberfiend*
936	0	CraftComponent_HeavyHide	;Blackrot Shroomie*
950	0	CraftComponent_HeavyHide	;Stump Slayer*
951	0	CraftComponent_HeavyHide	;Stump Slayer(implied)
1160	0	CraftComponent_HeavyHide	;Sapmane Pouncer
1161	0	CraftComponent_HeavyHide	;Sapmane Pouncer
1162	0	CraftComponent_HeavyHide	;Sapmane Stalker
1163	0	CraftComponent_HeavyHide	;Sapmane Stalker
1164	0	CraftComponent_HeavyHide	;Mildewmane Yowler
1165	0	CraftComponent_HeavyHide	;Mildewmane Yowler
1169	0	CraftComponent_HeavyHide	;Fateweaver Broodling*
1441	0	CraftComponent_HeavyHide	;Buzzard Blade
2483	0	CraftComponent_HeavyHide	;Dustshell Antlion
2542	0	CraftComponent_HeavyHide	;Fateweaver Broodling(implied)
2542	0	CraftComponent_HeavyHide	;Fateweaver Broodling(implied)
2652	0	CraftComponent_HeavyHide	;Shadowmane Burner
2653	0	CraftComponent_HeavyHide	;Shadowmane Froster
2655	0	CraftComponent_HeavyHide	;White Wolf
2656	0	CraftComponent_HeavyHide	;White Wolf
2656	0	CraftComponent_HeavyHide	;White Wolf*
2657	0	CraftComponent_HeavyHide	;White Wolf
68	0	CraftComponent_Iron	;Nottingham Thief Catcher
69	0	CraftComponent_Iron	;Nottingham Thief Catcher
91	0	CraftComponent_Iron	;Drowned Zombie(implied)
92	0	CraftComponent_Iron	;Drowned Zombie*
367	0	CraftComponent_Iron	;Thunderheel Goliath
368	0	CraftComponent_Iron	;Thunderheel Goliath
386	0	CraftComponent_Iron	;Rolling Thunder Bear*
390	0	CraftComponent_Iron	;Savage Wilderbeastial*
391	0	CraftComponent_Iron	;Savage Wilderbeastial(implied)
396	0	CraftComponent_Iron	;Cavern Goliath*
416	0	CraftComponent_Iron	;Seer
417	0	CraftComponent_Iron	;Outcast Brigand
418	0	CraftComponent_Iron	;Outcast Brigand
420	0	CraftComponent_Iron	;Outcast Diabolist
421	0	CraftComponent_Iron	;Outcast Diabolist
431	0	CraftComponent_Iron	;Cindersnarl Wolf*
509	0	CraftComponent_Iron	;Knife Twirler
510	0	CraftComponent_Iron	;Knife Twirler
529	0	CraftComponent_Iron	;Minotortise*
530	0	CraftComponent_Iron	;Minotortise(implied)
531	0	CraftComponent_Iron	;Rhineswine(implied)
537	0	CraftComponent_Iron	;Carver
538	0	CraftComponent_Iron	;Carver
544	0	CraftComponent_Iron	;Rhineswine*
545	0	CraftComponent_Iron	;Mistfang Hunter*
546	0	CraftComponent_Iron	;Mistfang Hunter*
553	0	CraftComponent_Iron	;Flamekeeper*
554	0	CraftComponent_Iron	;Warrior
554	0	CraftComponent_Iron	;Warrior*
555	0	CraftComponent_Iron	;Warrior
556	0	CraftComponent_Iron	;Shaman
559	0	CraftComponent_Iron	;Rhinehag
560	0	CraftComponent_Iron	;Rhinehag
570	0	CraftComponent_Iron	;Slagstone Elemental
571	0	CraftComponent_Iron	;Slagstone Elemental
583	0	CraftComponent_Iron	;Fanatic
584	0	CraftComponent_Iron	;Fanatic
587	0	CraftComponent_Iron	;Fanatic
588	0	CraftComponent_Iron	;Fanatic
627	0	CraftComponent_Iron	;Black Shroomie Rotbringer
628	0	CraftComponent_Iron	;Black Shroomie Rotspreader
1864	0	CraftComponent_Iron	;Spellbound Deputy
1865	0	CraftComponent_Iron	;Spellbound Deputy
1895	0	CraftComponent_Iron	;Nerilix*
2175	0	CraftComponent_Iron	;Stout Rocling*
2178	0	CraftComponent_Iron	;Rotcap Shroomie*
2277	0	CraftComponent_Iron	;Beach Brute
2304	0	CraftComponent_Iron	;Mistfang*
2311	0	CraftComponent_Iron	;Blight Mare*
2324	0	CraftComponent_Iron	;Hazefly
2325	0	CraftComponent_Iron	;Hazefly
2330	0	CraftComponent_Iron	;Spiked Croaker*
2331	0	CraftComponent_Iron	;Spiked Croaker(implied)
2334	0	CraftComponent_Iron	;Shellback Slider(implied)
2335	0	CraftComponent_Iron	;Shellback Slider*
2338	0	CraftComponent_Iron	;Dusky Attercop*
